ImageNumber,ObjectNumber,Metadata_Assay,Metadata_Date,Metadata_FileLocation,Metadata_Frame,Metadata_Magnification,Metadata_Plate,Metadata_Series,Metadata_Well,Metadata_wavelength,Children_NonOverlappingWorms_Count,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
11,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan,0,1256.6143497757848,1532.7010463378176,0,36
11,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan,0,684.6258581235697,1549.9965675057208,0,37
11,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan,0,420.5572998430141,1576.4960753532182,0,38
11,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan,1,844.8350048527984,1683.8563571659656,0,39
11,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan,0,911.2049689440994,1724.802795031056,0,40
11,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan,1,939.5898092798178,1834.2994591517222,0,41
11,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A11,nan,1,582.9165998396151,1760.849238171612,0,42
12,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1045.81543274244,116.96037539103233,0,1
12,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,824.3171460590213,276.7149794546134,0,2
12,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1144.0530303030303,169.5151515151515,0,3
12,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1015.0200140449438,253.3953651685393,0,4
12,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1295.7191011235955,318.46629213483146,0,5
12,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,653.9650639916983,456.0947768938084,0,6
12,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1297.5812763395545,533.6429861529199,0,7
12,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1688.4285714285713,474.46938775510205,0,8
12,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1095.5756168359942,607.2696661828737,0,9
12,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1542.6046511627908,558.1860465116279,0,10
12,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1612.473844076949,684.5011812352345,0,11
12,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,424.32956878850104,631.7549623545517,0,12
12,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1749.882257409663,763.3158749492488,0,13
12,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,627.9734872114785,750.9048658764816,0,14
12,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1017.5238769013088,781.0091970286522,0,15
12,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1430.0631578947368,714.2631578947369,0,16
12,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1795.2222222222222,715.2549019607843,0,17
12,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,724.5343511450382,744.2290076335878,0,18
12,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1582.1224073444407,852.0278816729003,0,19
12,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,241.16975308641975,837.3734567901234,0,20
12,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,2,1052.0751318101934,991.7050380785003,0,21
12,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,885.1006289308176,870.5849056603773,0,22
12,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1328.9939759036145,881.2289156626506,0,23
12,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,882.6326590442685,918.4485488126649,0,24
12,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1386.0830429732869,1043.3278164924507,0,25
12,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,870.7313136329774,1026.4060094363049,0,26
12,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1187.0632911392406,938.5569620253165,0,27
12,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1769.7844344904815,996.5195968645016,0,28
12,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,733.1254366465545,1017.2486503651953,0,29
12,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1722.9130434782608,1099.3967391304348,0,30
12,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,442.4166666666667,1131.7944444444445,0,31
12,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1315.1926871735345,1209.8052814857806,0,32
12,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,473.58613445378154,1152.5042016806722,0,33
12,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1493.2324187953327,1272.8252917060863,0,34
12,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,455.37857695282287,1274.904872389791,0,35
12,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,660.1428571428571,1316.6714285714286,0,36
12,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1403.8675163011262,1434.864848844102,0,37
12,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1639.066037735849,1337.0188679245282,0,38
12,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1730.7260015117158,1440.010582010582,0,39
12,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1075.763131482101,1435.9136835061893,0,40
12,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,352.1244614648157,1479.7343226424127,0,41
12,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1236.3773761296354,1443.1819881583049,0,42
12,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,599.1172968145281,1482.8773444477524,0,43
12,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,437.5335984095427,1529.624254473161,0,44
12,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1331.6943273905997,1599.9782820097246,0,45
12,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,464.9879372738239,1573.0623240852433,0,46
12,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1539.920430107527,1616.3799283154121,0,47
12,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,2,1106.657298985168,1643.3633099141296,0,48
12,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,685.8982630272952,1610.5558312655087,0,49
12,50,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,645.4601769911504,1595.1061946902655,0,50
12,51,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1256.5893872394188,1711.9320909665194,0,51
12,52,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,561.8975444538527,1664.112616426757,0,52
12,53,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1204.4541845848496,1735.137280846841,0,53
12,54,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,735.9801699716714,1722.6936968838527,0,54
12,55,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,0,1578.102395209581,1749.3622754491018,0,55
12,56,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1416.0363097443499,1723.312337902927,0,56
12,57,dauerProtocol1,20220407,nan,0,m2X,p002,0,A12,nan,1,1181.1129658385094,1873.5900621118012,0,57
13,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,810.0975243810952,211.34208552138034,0,1
13,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1325.5908496732027,278.3382352941176,0,2
13,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,706.7298387096774,266.06451612903226,0,3
13,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1445.0796314577165,379.0358670615334,0,4
13,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1187.5104166666667,333.7291666666667,0,5
13,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1618.4997811816193,373.582056892779,0,6
13,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1438.7816925734023,520.546804835924,0,7
13,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1014.3241978609626,491.38569518716577,0,8
13,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1303.3549924193198,511.3578081004982,0,9
13,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,2,1248.713829491808,661.3968342127187,0,10
13,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1041.237747957993,677.3978996499417,0,11
13,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,850.2464399883755,842.8392909038071,0,12
13,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,235.16537467700257,719.2248062015503,0,13
13,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1511.8399487836107,805.6296414852753,0,14
13,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1145.0955816050496,834.7601442741209,0,15
13,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1512.105387803434,852.3259325044405,0,16
13,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1295.2087912087911,936.6784268363216,0,17
13,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,2,1165.0539858238665,1133.706282163317,0,18
13,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,731.2021276595744,987.7517730496454,0,19
13,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1743.2488687782804,1017.5746606334842,0,20
13,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1296.8826899879373,1069.937876960193,0,21
13,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1251.7817802917534,1127.968740696636,0,22
13,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,502.54624277456645,1211.0860629415542,0,23
13,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,338.6296296296296,1207.362962962963,0,24
13,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1070.800761793144,1259.2519777322004,0,25
13,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1612.6244833068363,1299.04960254372,0,26
13,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,973.8111951588502,1331.84447806354,0,27
13,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1417.250677506775,1335.19918699187,0,28
13,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1381.1727748691098,1384.780686445608,0,29
13,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1138.9178082191781,1358.9223744292237,0,30
13,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,615.2384341637011,1487.8548042704626,0,31
13,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1204.116504854369,1426.1844660194174,0,32
13,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,680.1102253032929,1648.271403812825,0,33
13,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1580.9645161290323,1701.983870967742,0,34
13,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1589.5,1704.8809523809523,0,35
13,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,1603.025,1707.925,0,36
13,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,1113.687125748503,1732.0886976047905,0,37
13,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,1,988.0055248618785,1851.3334648776638,0,38
13,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,801.6891191709844,1792.3575129533679,0,39
13,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,B01,nan,0,680.6526117054751,1833.1894273127753,0,40
14,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1211.4351013367832,203.4359637774903,0,1
14,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,640.0912547528517,220.47908745247148,0,2
14,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1549.764879005886,304.6860693263571,0,3
14,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,2,1209.720866746289,338.9921515099812,0,4
14,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,658.9602649006622,247.9205298013245,0,5
14,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,1023.5198412698413,317.4563492063492,0,6
14,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,388.00256081946225,430.089628681178,0,7
14,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,661.919245049505,465.6537747524753,0,8
14,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1093.1781681304894,514.340966122961,0,9
14,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,804.3480632842335,605.9803600654665,0,10
14,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,278.9261862917399,502.94727592267134,0,11
14,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,493.3249354005168,709.2884366925065,0,12
14,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1793.1657712970068,742.8242517267844,0,13
14,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,1680.3805970149253,722.2462686567164,0,14
14,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,613.1559173450219,847.1956793988729,0,15
14,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1056.0360384410037,877.7810998398292,0,16
14,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,730.1473200612558,961.7880551301685,0,17
14,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,3,1258.3341508878643,1038.3250269792995,0,18
14,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1449.2640274314215,1033.2418952618455,0,19
14,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,630.4252057905195,1099.7706500141924,0,20
14,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,358.84906832298134,1154.3947204968945,0,21
14,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,774.0400701959637,1147.1912840011698,0,22
14,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,1296.4111405835545,1069.6710875331564,0,23
14,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,1502.7261904761904,1074.0357142857142,0,24
14,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1540.916949675826,1105.6693423896265,0,25
14,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1692.750363372093,1239.9985465116279,0,26
14,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1830.5804725813643,1300.7565760142666,0,27
14,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,239.38404452690168,1262.8552875695732,0,28
14,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1487.0732373386295,1406.007944389275,0,29
14,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,486.63733705772813,1430.5670391061453,0,30
14,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,1727.4380325329203,1459.929899302866,0,31
14,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,683.6950904392764,1477.2790697674418,0,32
14,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,632.7844546048334,1639.356303069889,0,33
14,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,1,392.50824402308325,1537.8915910964552,0,34
14,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,B02,nan,0,1271.2086330935251,1591.5971223021584,0,35
15,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1332.7604612850082,276.3976935749588,0,1
15,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,933.3314285714285,188.88571428571427,0,2
15,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,695.219715956558,312.5229741019215,0,3
15,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,912.7416666666667,195.2,0,4
15,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1422.7984496124031,317.4031007751938,0,5
15,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,811.9669312169312,396.80687830687833,0,6
15,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,835.4608493696085,435.47312541473127,0,7
15,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1023.9306157849089,468.09395779126913,0,8
15,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,959.1491535318155,555.7764156450671,0,9
15,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1188.4267951507616,534.9042586260491,0,10
15,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1131.8681350954478,657.1521292217327,0,11
15,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,284.24937238493726,706.5125523012553,0,12
15,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,705.3394387001478,702.7822747415066,0,13
15,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,726.921052631579,652.5,0,14
15,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1532.3006556353419,745.2382141742116,0,15
15,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1353.3665241295053,760.0033598045204,0,16
15,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1189.5009140767825,779.4259597806216,0,17
15,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1156.2408376963351,779.3455497382199,0,18
15,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,705.0411280846064,792.7688014101058,0,19
15,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1829.1207464324918,813.0823271130625,0,20
15,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1163.352380952381,795.9428571428572,0,21
15,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,594.6470588235294,839.4714167357083,0,22
15,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,356.81170018281534,877.872029250457,0,23
15,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,739.0959551225274,874.1240035429583,0,24
15,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,133.13583699560527,1024.6004794246903,0,25
15,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1708.4356200527704,942.2393139841689,0,26
15,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,702.0848056537102,1023.6519434628975,0,27
15,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,2,272.6685479733197,1130.3678809645971,0,28
15,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1835.3529411764705,1037.3689839572191,0,29
15,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,145.51631649530623,1189.9678140366561,0,30
15,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,2,1612.297498757661,1200.2979956932252,0,31
15,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1436.9370415647923,1199.6182762836186,0,32
15,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1627.6702949438202,1295.8532303370787,0,33
15,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,343.02235528942117,1349.8331337325349,0,34
15,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,907.5037037037036,1256.3333333333333,0,35
15,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,2,1759.388449197861,1353.6727272727273,0,36
15,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,720.1512491559757,1276.1998649561108,0,37
15,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1279.0474683544303,1367.5664556962026,0,38
15,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,270.849376114082,1369.8725490196077,0,39
15,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,465.22222222222223,1376.8034188034187,0,40
15,41,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,555.4224137931035,1384.948275862069,0,41
15,42,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1150.9760479041915,1395.4880239520958,0,42
15,43,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,490.02906976744185,1416.4505813953488,0,43
15,44,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1326.3305439330543,1484.0962343096235,0,44
15,45,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1502.1268829663964,1625.7077056778678,0,45
15,46,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,487.29871414441146,1625.174414770854,0,46
15,47,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1437.7728155339805,1561.0504854368933,0,47
15,48,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1190.3435114503816,1659.9770992366412,0,48
15,49,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1221.8496149169032,1804.911633563032,0,49
15,50,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1455.7068676716917,1749.7671691792295,0,50
15,51,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,0,1585.0546875,1747.8984375,0,51
15,52,dauerProtocol1,20220407,nan,0,m2X,p002,0,B03,nan,1,1262.0072365445499,1857.6644052464949,0,52
16,1,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,804.1044985941893,236.3589503280225,0,1
16,2,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,1191.7234957020057,237.63037249283667,0,2
16,3,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1048.5224150397687,352.61424439624005,0,3
16,4,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1213.1906700062618,451.0084533500313,0,4
16,5,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,930.2689873417721,338.9382911392405,0,5
16,6,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1399.95170178282,472.01750405186385,0,6
16,7,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,639.7540540540541,431.0219594594595,0,7
16,8,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,1085.1233108108108,476.57826576576576,0,8
16,9,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,644.8785046728972,530.5233644859813,0,9
16,10,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1607.5967891324483,701.3056498919419,0,10
16,11,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,911.9735099337748,619.5331125827814,0,11
16,12,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,200.44636524822695,726.7256205673759,0,12
16,13,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,416.5529100529101,813.8333333333334,0,13
16,14,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,193.94059780552402,937.4161937192584,0,14
16,15,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1165.0196349557523,964.1518252212389,0,15
16,16,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1072.6256382692825,951.8758398280032,0,16
16,17,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,961.5791314485573,1096.568347420577,0,17
16,18,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,505.2641509433962,994.9245283018868,0,18
16,19,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1105.330420711974,1122.1831715210355,0,19
16,20,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,199.1734125510583,1143.4337170441886,0,20
16,21,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1771.7348813472825,1185.5187547843839,0,21
16,22,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,1588.7803660565723,1269.7703826955076,0,22
16,23,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1508.3322494827078,1279.6210464085132,0,23
16,24,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,4,1388.7250904307793,1459.1942617560014,0,24
16,25,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,910.164498141264,1328.7791201982652,0,25
16,26,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,269.1316603643864,1315.3891371605362,0,26
16,27,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1509.0671289000945,1407.0501103057045,0,27
16,28,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,282.9698795180723,1445.9911646586345,0,28
16,29,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1304.7472014925372,1464.5223880597016,0,29
16,30,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1488.5930318754633,1440.6089696071165,0,30
16,31,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1532.8134090102874,1585.0184462575382,0,31
16,32,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1351.5897524071527,1660.0711829436038,0,32
16,33,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,2,626.262584584915,1690.2422842053145,0,33
16,34,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,1183.9684210526316,1612.3894736842105,0,34
16,35,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,1520.1064996084574,1654.245105716523,0,35
16,36,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1512.9347146207974,1702.2181391712274,0,36
16,37,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,2,816.6088769734882,1772.196306225797,0,37
16,38,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,1,1106.5977366255145,1833.070987654321,0,38
16,39,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,2,1012.7601918465227,1816.8052415210689,0,39
16,40,dauerProtocol1,20220407,nan,0,m2X,p002,0,B04,nan,0,852.8118279569892,1895.9327956989248,0,40
